,HLS,0,18477.887802093737,18491.82507984428,18565.5802498405,18670.471997562538,18664.97701339125,18642.806022956804,18584.285861224427,18532.276763482176,18477.296032278296,18503.68327437399,18566.94268251274,18546.61845158123,18510.743868553687,18451.34016470743,18428.80278783307,18372.992425081928,18272.783111730703,18218.42819484393,18220.445884621724,18243.646078290505,18241.153291108716,18227.031518472544,18265.44880271731,
,VITA,0,12201.419680784853,12213.044698822689,12274.575742140903,12362.174293743345,12366.771473540606,12348.221816825253,12397.337671272262,12441.285418046085,12394.698316013832,12372.379740786235,12425.808836051525,12408.632483485162,12439.009460532587,12388.628495818795,12369.520429166021,12322.239908534715,12407.599177630214,12361.014864089313,12359.285866026517,12339.439286176515,12341.569317431178,12329.502951826336,12362.32864653092,
,ICRS,0,21101.191921141137,21083.894024900033,20992.81879366851,20864.59765107551,20857.918415141205,20884.89963693674,20813.61041157668,20750.26851001823,20817.428813382554,20785.14198285747,20862.434378377693,20887.301825364317,20843.36308341864,20770.62664330579,20743.033869876403,20674.722738653356,20552.126545123454,20618.822812560837,20621.306655833017,20592.785669351044,20595.84668001785,20613.203483824032,20660.461233836126,
,UNV,0,16265.439649168786,16276.631964149808,16335.857053320446,16420.055330821135,16415.64647938228,16397.855929647114,16444.961817628406,16402.966446199058,16358.560037195244,16337.275524766552,16286.48032587157,16270.214685918807,16241.499106033358,16289.201503784077,16307.374834431253,16352.56537028947,16271.160497159113,16226.993844061972,16225.354514875396,16206.528816189664,16204.508602715043,16215.962086994647,16184.841508944417,
,AERO,0,14989.302706731263,14976.421036672975,14908.611870946,14813.174288809645,14808.202875816722,14788.147717493903,14735.23558983141,14688.229028874124,14738.06925811151,14762.070553326226,14819.621532332629,14838.140850664806,14870.933837950577,14816.537353863108,14795.903220769462,14744.82765911273,14653.189982768854,14603.50518335117,14605.349515338756,14626.556702292088,14628.836065374124,14641.760797312278,14606.653294586995,
,OMN,0,9447.911518205383,9457.288171419077,9506.920622357351,9577.594524370072,9581.304592124568,9596.29746533147,9556.701215424226,9521.541591685558,9484.40784901991,9502.229675615928,9544.974040585177,9558.736959227375,9534.423662856174,9494.204723926356,9509.482187063024,9471.625216086386,9539.971404529066,9502.66702248957,9501.282461390136,9485.390619422848,9487.096209017645,9477.434577427039,9451.223482901145,
,SLRS,0,21309.014811485908,21287.887482108694,21176.75054586979,21334.17729344429,21342.441502483805,21309.096921354627,21397.38683520417,21476.399678121696,21392.642327344758,21352.51953774655,21448.57066672279,21417.688455575368,21472.30472032508,21563.264767779383,21597.962985500115,21684.287501012823,21840.75889488432,21755.354444566943,21758.524713169183,21794.978987964674,21798.897992555227,21776.698057312125,21716.47172849087,
,GPH,0,5970.763926486808,5975.741540579336,5949.513861190208,5912.59260708401,5914.516507710812,5906.752458519822,5886.266078520503,5904.5242014079595,5923.943015110272,5914.607308515653,5936.956331781081,5944.147160291299,5956.879793748944,5978.076585786509,5986.156996073785,6006.254806518475,5970.068157347857,5989.7548569202845,5989.021753791814,5997.450329535044,5996.544597619103,6001.679592703083,5987.730734092058,
,NVMD,0,34119.25783638755,34085.88009040396,34262.37982944851,34513.68833287425,34526.87962151728,34580.18708381942,34721.55271715131,34848.05738321159,34982.67674637977,35047.535035125504,34892.66835626579,34942.309345792964,34854.61327750551,35000.2942196042,35055.86350395442,34918.16057710197,35166.76657871721,35302.979163304495,35297.904008775164,35356.25367705207,35349.982068094956,35314.461269613465,35411.09309105841,
,WDS,0,3604.6897506180676,3593.1357954509904,3533.060599480774,3449.9648362815838,3454.29480813042,3436.86998673585,3483.007497769815,3441.8289296694456,3485.4898406570546,3506.710106672722,3456.335205038895,3440.263111182771,3468.6871682859996,3421.7235077525647,3403.976537535764,3360.458935133519,3283.6880241871722,3325.4538658537035,3327.023960503246,3345.084052410766,3343.136368754925,3354.1786493921304,3384.3176137173127,
,LXO,0,4635.200446095856,4627.9128732464715,4589.694816034171,4536.189602816686,4533.403254254968,4522.175488814498,4492.640729478763,4518.963059994026,4547.035682868315,4533.519217019173,4501.391061881657,4491.116204999101,4473.017990090575,4503.082792876674,4514.579892171846,4486.130111648669,4537.492754000321,4565.7556057839065,4564.700179631107,4576.834542348682,4575.529134136264,4582.93007103092,4603.096363092819,
,RHOC,0,5532.399727064513,5528.449265308103,5549.339096198862,5579.041593298754,5577.485998869475,5583.769926961418,5567.162115234094,5552.39994573011,5536.791875964286,5544.28275334149,5562.239647100749,5568.014194942606,5557.809839497732,5574.76134192822,5568.31002235243,5584.3342557008855,5555.471141548526,5571.17360281713,5571.758135884282,5565.045080958935,5564.324696593812,5568.408874382375,5579.527746555179,
,APHE,0,20394.47117384264,20345.471867907385,20604.577582091577,20976.277993880543,20995.99604320375,21075.723301271515,20865.928899036124,20680.613929834293,20877.100130016664,20782.335457147845,21009.19540151526,21082.706910209672,21213.16946953701,20997.32244875767,20915.650268705784,21118.51327306536,21488.310167944826,21285.537653029485,21293.064700332576,21379.634680025167,21388.963564653932,21336.181484786583,21193.551450320476,
,SYSC,0,2615.5728072738693,2621.3528900548836,2591.0744015906416,2548.8829657943515,2546.686340093295,2555.5597570267496,2532.1983509949505,2553.0187898507443,2530.9540923530694,2541.5437389781832,2516.3392586764717,2524.4183067448334,2538.752258117567,2515.0292225584158,2506.050023576147,2483.9436096757345,2444.6642656170047,2423.4802140660427,2422.6941034047636,2413.689685153885,2412.7236740668613,2418.2004184496454,2403.3591504653214,
,CTK,0,6065.22159525128,6071.883149034355,6036.822148158501,6086.48645888529,6083.878367852988,6073.36102217258,6045.640259252186,6070.345897630046,6044.157369257803,6031.614629617556,6061.641063845216,6051.983882589403,6069.062943595936,6040.743855383256,6030.0057612117835,6056.677781517073,6008.694850551451,5982.703511876593,5983.6683272301825,5972.594471169302,5973.782971137437,5980.522444290882,5998.877388874111,
,NTLK,0,1836.1991224152316,1842.2250267116647,1874.194258083084,1920.2648956734074,1917.8083716165274,1927.73166539993,1901.6777267807504,1924.897837558109,1949.818329098412,1937.778053088385,1966.6016248173144,1957.2695791670867,1940.9035332183173,1914.0917812935534,1903.9610422729506,1879.1258435224524,1923.9627950804752,1899.3080697049961,1898.3933110892283,1887.9341637687476,1889.0566902120006,1895.4245733799362,1912.8063453545553,
,OMGA,0,9624.916403842744,9638.289656166078,9709.104957735077,9609.09808101251,9603.889725814515,9582.896216510366,9527.63009702227,9478.628471563454,9426.956144012545,9451.755563497853,9511.279804068485,9492.118415664703,9526.005997646354,9469.843957577546,9448.5583408963,9501.42902644505,9597.414775612844,9650.161638903655,9648.193281641084,9625.61579593848,9623.193280453248,9609.47854183208,9646.788518810645,
,FNS,0,2718.9854034368623,2716.4332419027132,2729.9289358599494,2710.8514121867884,2711.8455078815628,2707.8342610624054,2697.254762054373,2706.6835529380146,2696.688470834584,2691.899987302262,2703.3632792111625,2707.053371998824,2713.58833753842,2702.749694118028,2706.866833448717,2696.6634269864735,2715.0844449082742,2705.0317202849815,2704.6586080966736,2700.3756848512994,2700.835348956799,2698.2313791031606,2691.1660125396766,
,JGN,0,549.8483306977295,548.0064133792363,538.4365424712541,525.2136145444641,525.9026377085565,528.6896444793554,536.1081992167817,542.8126290909954,550.0101162517059,546.532111828686,538.3309543385765,540.9597546465241,545.6315822435804,537.9144195520178,540.8458412075156,533.622667162176,546.6632354306125,553.9310972071428,554.2044717665982,551.0776418259265,551.4132283880439,553.3169757387016,548.1684414846794,
,SGC,0,1964.1696247239586,1957.6673786792123,1992.050908671483,1943.6938886871203,1946.2136866547248,1956.4057755280853,1929.6488146632464,1906.0932482814235,1931.0688007229921,1919.000957983408,1890.539860514848,1881.4607477260317,1897.5174745387385,1870.9924069258882,1881.0681511756327,1856.2386707820513,1812.4690433083456,1836.2811266656404,1835.3860303363408,1825.1523792832252,1824.054714737086,1817.852728009797,1834.7247945076135,
,CTYS,0,204.96005695915835,204.62970318061818,202.89759676729128,200.4733632806261,200.347120350544,200.85708713868655,202.21081627334948,201.00345003076524,202.28359920735693,202.90190203427449,201.4279894357858,200.956646791759,200.12650443224425,201.5055391298287,202.03298537915614,200.7279336148101,203.08404694116396,201.79542883301977,201.74760582899262,201.1992733228163,201.14044082566912,200.80744556153851,199.905623815657,
,MDYN,0,20739.47076407108,20761.42601627716,20877.64712203,20713.39941866912,20721.958073219095,20687.428163079345,20596.402021929673,20677.52745605405,20763.88212666577,20805.499941236078,20905.32974688129,20937.482749570387,20880.686077972856,20786.759708521087,20751.14221265102,20663.048588409023,20822.090986353585,20735.26441735669,20732.04185969602,20695.05781673025,20691.089270940873,20668.614267755907,20729.755925252026,
,TITN,0,13190.642076235077,13181.39747677414,13230.28242524337,13299.785324875927,13296.145623412847,13310.848441730814,13349.821671067672,13384.657569894776,13347.72747366578,13330.026888494885,13287.787208742373,13301.326722314077,13277.40033908406,13237.772395825468,13222.73652441877,13185.4945765618,13252.730415049133,13216.067146395166,13217.428110713034,13233.076894153292,13231.395615965374,13221.87056768364,13196.009030558725,
